"time","temp","ocheat","ocheat.mixed","ocheat.interior","ocheatflux.mixed","ocheatflux.interior"
1937,0.248047834980496,18.8933923006772,1.54791002837151,17.3454822723056,0.0572813730250747,0.391937050523319
1938,0.259025638671922,19.3935637241509,1.6085757727146,17.7849879514363,0.0530840996466306,0.404819860712326
1939,0.266857459705472,19.9057630885435,1.66743595147822,18.2383271370653,0.0515041829378374,0.417561625926599
1940,0.27218532411707,20.3851287957215,1.70910495714708,18.6760238385744,0.0364614606324137,0.403153647729137
1941,0.275470332069388,20.831217941442,1.73815794656839,19.0930599948736,0.0254221192235114,0.384123634167777
1942,0.276920130655882,21.2403164196407,1.75574966551422,19.4845667541265,0.0153932103131336,0.360609018891832
1943,0.277184941468592,21.6138201123342,1.76428869191915,19.849531420415,0.00747186956120108,0.336161629729338
1944,0.28037544872428,21.988952814537,1.77826496903146,20.2106878455056,0.0122296049434847,0.332653935188547
1945,0.291201685531226,22.4460881229938,1.8238361391722,20.6222519838216,0.0398759557466855,0.379083468220075
1946,0.301870753261014,22.9784028714721,1.88975150690736,21.0886513645647,0.0576776562619758,0.429591109544331
1947,0.31144816099011,23.5269958006495,1.95107053548293,21.5759252651665,0.053655740292766,0.448818210860349
1948,0.321501431541385,24.0945060366075,2.01197000103819,22.0825360355693,0.0532886117687628,0.466629013566965
1949,0.330195702132549,24.6732573039955,2.0706137676768,22.6026435363187,0.0513148167158692,0.479060581026656
1950,0.33125840925967,25.1900885913886,2.10185918860981,23.0882294027788,0.0273405536562514,0.44726339648911
1951,0.329453805466858,25.6164128083186,2.10297385822329,23.5134389500953,0.000975364820394636,0.391651980604054
1952,0.328089435782818,26.0014965841419,2.09820375065329,23.9032928334886,-0.00417396783494768,0.359086588108704
1953,0.323239251097779,26.3355342110218,2.08306016790019,24.2524740431216,-0.0132510276528776,0.321623804558376
1954,0.319031453563516,26.6197621597648,2.05903297165681,24.560729188108,-0.0210244198505076,0.283927627747784
1955,0.319905297969621,26.9258454864192,2.05253687008956,24.8733086163296,-0.00568425734562996,0.287910638252781
1956,0.327808166079688,27.3204709553558,2.08127115130203,25.2391998040538,0.0251432412751817,0.337015030029529
1957,0.338593445611422,27.8090246706277,2.13787176560466,25.6711529050231,0.0495270054333959,0.397863332538827
1958,0.345920427539414,28.3207624822045,2.19151939776231,26.1292430844421,0.0469430694719106,0.421937670960078
1959,0.3458307016407,28.7653212623154,2.21316803387005,26.5521532284454,0.0189431180446316,0.389534046358321
1960,0.344574004399929,29.1399044368625,2.21152881245225,26.9283756244103,-0.00143436125324812,0.346530898605516
1961,0.340795653416717,29.4669548295665,2.19966880736243,27.2672860222041,-0.0103778120389827,0.312163565895772
1962,0.335093892693867,29.7337146338403,2.17382234172638,27.559892292114,-0.0226163277512615,0.269513762968363
1963,0.271201817282018,29.4547282815706,1.96170734494475,27.4930209366259,-0.185606123317649,-0.0615938635147441
1964,0.210016937597488,28.5778652716328,1.59223474358304,26.9856305280497,-0.323298108343718,-0.467347122642121
1965,0.201462699297738,27.9533560028359,1.40000936022883,26.553346642607,-0.168202195737973,-0.398168011478824
1966,0.218369167904515,27.8723367767645,1.42614704030181,26.4461897364627,0.022871147936117,-0.0987000757430655
1967,0.241831879106915,28.1131694602966,1.53462055869485,26.5785489016017,0.0949171418194738,0.121913370724958
1968,0.247171987707944,28.3729902077163,1.60757175860046,26.7654184491159,0.063834191883139,0.172121789974775
1969,0.234585209638495,28.4082199413958,1.57792398949558,26.8302959519002,-0.0259425668720528,0.059757365803512
1970,0.238158419575702,28.4322091881677,1.55336891689524,26.8788402712724,-0.0214863253531514,0.0447131983493393
1971,0.250972179270085,28.656550437654,1.60494175124589,27.0516086864081,0.0451275675815702,0.15913351993328
1972,0.266753503125618,29.0148309244567,1.68757798708812,27.3272529373686,0.0723088495059555,0.253890387720758
1973,0.277939603598038,29.4169376934344,1.76490510721475,27.6520325862196,0.0676632355646125,0.299148016631238
1974,0.290206237063869,29.8396187018811,1.83409156563404,28.005527136247,0.0605399454452671,0.325596735832203
1975,0.282707737142807,30.1372955501056,1.84708197671989,28.2902135733857,0.0113669466022224,0.262218963944088
1976,0.28607664313905,30.3601561828027,1.83779509732279,28.5223610854799,-0.00812626032467081,0.213826414476776
1977,0.303155304829794,30.7736841316388,1.90489414271811,28.8687899889207,0.058713404912904,0.319088710560057
1978,0.331463919105289,31.422674427675,2.0417329770024,29.3809414506726,0.119737528869597,0.471732433173821
1979,0.364702855865744,32.2837085308744,2.22483771093832,30.0588708199361,0.160221390955879,0.624427136825473
1980,0.395069954499352,33.262028055873,2.41386714048179,30.8481609153912,0.165405653267559,0.726999266848507
1981,0.419896253773048,34.2640329114252,2.57975906118007,31.6842738502451,0.145159732964217,0.770126844542413
1982,0.381226663124515,34.7411189329987,2.53559679650956,32.2055221364891,-0.0386431269207297,0.480111335651559
1983,0.343533146214065,34.6306379109654,2.31591559852849,32.3147223124369,-0.192226745594136,0.100582090553128
1984,0.354249911060062,34.7714913592779,2.25696071124477,32.5145306480332,-0.0515870553491595,0.184039448011792
1985,0.384237369717175,35.4025251342818,2.38542645692237,33.0170986773595,0.112410859185402,0.462905325894241
1986,0.416046097321259,36.2788453460084,2.56457053163883,33.7142748143696,0.156755711420442,0.64215494833801
1987,0.447677463369488,37.2860513145171,2.75074515983598,34.5353061546812,0.162907628051177,0.756235490478386
